"gameId","playId","gunnerTeam","gunnerId","gunnerName","viseTeam","viseId","viseName","timeToBeatVise","firstManDown","disFromLOS","disFromReturner","speedDev","topSpeed","tackle","missedTackle","squeezeDis","returnYds","specialTeamsResult","release","correctRelease","fairCatch"
2018100704,1568,"DET",44978,"Jamal Agnew","GB",46724,"Tony Brown",5.9,1,35.74,4.96037296984813,2.96704941220267,9.33,0,0,NA,0,"Fair Catch","0","1",1
2018100704,3913,"DET",44978,"Jamal Agnew","GB",46724,"Tony Brown",3.1,1,51.66,3.3906341589738,3.15445391741623,10.17,0,0,-7.15169491525424,2,"Return","0","0",0
2018100705,668,"JAX",42762,"Corey Grant","KC",46757,"Charvarius Ward",2.6,1,23.19,1.53587108834042,2.50968405084937,9.5,1,0,-0.0514999999999999,2,"Return","1","0",0
2018100705,2406,"KC",45369,"Marcus Kemp","JAX",46707,"Quenton Meeks",4.2,1,47.36,6.36077039359228,3.24540528714912,10.12,0,0,NA,0,"Fair Catch","1","1",1
2018100705,4518,"KC",45369,"Marcus Kemp","JAX",46707,"Quenton Meeks",2.6,1,44.5,18.31154007723,2.98508072989765,9.32,0,0,7.67977272727273,6,"Return","1","1",0
2018100706,1103,"DEN",46367,"Phillip Lindsay","NYJ",46248,"Parry Nickerson",6.2,1,42.56,1.6959363195592,2.37940195025693,8.52,0,0,NA,0,"Fair Catch","0","1",1
2018100706,2167,"DEN",46367,"Phillip Lindsay","NYJ",46248,"Parry Nickerson",10,1,38.02,11.1004234153477,2.38166875536578,9.34,0,0,-1.10028571428572,3,"Return","0","0",0
2018100706,3032,"NYJ",46273,"Trenton Cannon","DEN",43508,"Will Parks",2.6,1,44.14,5.1421785266558,2.99880931634365,10.08,0,0,NA,0,"Fair Catch","1","1",1
2018100707,1695,"PIT",44986,"Brian Allen","ATL",46127,"Isaiah Oliver",5.2,1,49.43,6.50157673183973,3.05983567633904,10.25,0,0,1.27166666666667,0,"Return","0","0",0
2018100707,2303,"ATL",44074,"Marvin Hall","PIT",38645,"Coty Sensabaugh",4.4,1,49.91,6.94348615610343,2.68731321469666,9.91,0,0,NA,0,"Fair Catch","0","0",1
2018100708,1237,"LAC",45571,"Michael Davis","OAK",33097,"Dominique Rodgers-Cromartie",3.4,1,38.14,8.7432087931148,3.35529158712255,9.91,0,0,NA,0,"Fair Catch","1","0",1
2018100709,3311,"PHI",44979,"Shelton Gibson","MIN",46466,"Holton Hill",3,1,38.18,9.28717933497572,2.66567788888134,9.46,0,0,NA,0,"Fair Catch","0","0",1
2018100711,156,"LA",35953,"Sam Shields","SEA",46215,"Tre Flowers",8.4,1,32.18,9.86138428416619,1.29169969235813,10.3,0,0,-6.76829268292683,-3,"Return","1","1",0
2018100711,3642,"SEA",42827,"Justin Coleman","LA",45706,"Dominique Hatfield",5,1,41.49,23.7384266538455,2.98390945634226,9.91,0,0,NA,0,"Fair Catch","0","0",1
2018100712,1052,"DAL",43478,"Anthony Brown","HOU",37164,"Shareece Wright",7.7,1,34.97,2.47620677650312,3.24599646866435,10.09,0,0,NA,0,"Fair Catch","1","1",1
2018100712,2943,"HOU",46778,"A.J. Moore","DAL",43478,"Anthony Brown",7.9,1,41.83,10.71,2.77829851359256,9.85,0,0,-1.8145945945946,0,"Return","0","0",0
2018100712,3630,"HOU",46778,"A.J. Moore","DAL",43478,"Anthony Brown",4.5,1,40.45,10.5413139598439,2.75539402099908,9.87,0,0,-18.536976744186,22,"Return","0","0",0
2018100712,4211,"DAL",43501,"Kavon Frazier","HOU",39012,"Johnson Bademosi",4.2,1,41.17,9.86391403044451,3.2020741160225,9.66,0,0,NA,0,"Fair Catch","1","1",1
2018092700,1895,"MIN",46099,"Mike Hughes","LA",42816,"Troy Hill",2.9,1,37.58,11.9870138066159,2.96918065297482,9.97,0,0,NA,0,"Fair Catch","1","0",1
2018092700,3422,"MIN",46466,"Holton Hill","LA",42816,"Troy Hill",3.6,1,40.14,5.58595560311751,2.86864605345143,9.48,0,0,-2.5045652173913,4,"Return","1","1",0
2018093000,2659,"CIN",43663,"Alex Erickson","ATL",40018,"Blidi Wreh-Wilson",3.1,1,32.42,2.18652692642922,2.70142928585595,9.1,0,0,NA,0,"Fair Catch","1","1",1
2018093001,1656,"TB",46213,"Justin Watson","CHI",41240,"Kyle Fuller",3.3,1,39.8,9.29330942129875,3.28514325980231,10.01,0,0,NA,0,"Fair Catch","1","1",1
2018093001,3107,"CHI",35583,"Sherrick McManis","TB",44065,"Javien Elliott",3.3,1,34.22,18.021001636979,2.84273923185479,9.04,0,0,NA,0,"Fair Catch","0","0",1
2018093002,428,"DET",45657,"Dee Virgin","DAL",44872,"Chidobe Awuzie",5.5,1,29.45,2.23396508477639,2.96296451319749,9.62,0,0,NA,0,"Fair Catch","1","1",1
2018093002,2352,"DAL",43478,"Anthony Brown","DET",42543,"Quandre Diggs",2.5,1,39.81,3.64793092039858,2.47712507475423,8.92,0,0,NA,0,"Fair Catch","0","0",1
2018093003,126,"BUF",37200,"Taiwan Jones","GB",46243,"Marquez Valdes-Scantling",7.1,1,40.44,5.35494164300603,2.23720840541854,8.64,0,0,-0.949999999999999,9,"Return","0","0",0
2018093003,354,"GB",46243,"Marquez Valdes-Scantling","BUF",44839,"Tre'Davious White",4.5,1,35.72,1.58619040471187,3.19210992619079,9.72,0,0,NA,0,"Fair Catch","0","0",1
2018093003,799,"BUF",43737,"Lafayette Pitts","GB",46724,"Tony Brown",5.3,1,33.76,6.39738227715055,2.89751316043274,9.64,1,0,1.83315789473684,6,"Return","0","0",0
2018093003,1173,"BUF",37200,"Taiwan Jones","GB",46243,"Marquez Valdes-Scantling",6.3,1,46.29,1.79869397063536,2.82584704273805,9.83,1,0,-7.99454545454545,1,"Return","0","0",0
2018093003,1327,"BUF",43737,"Lafayette Pitts","GB",46087,"Jaire Alexander",4.1,1,31.6,1.63917662257611,2.43274419435928,8.6,0,0,NA,0,"Fair Catch","1","1",1
2018093003,3281,"GB",44873,"Josh Jones","BUF",43737,"Lafayette Pitts",7.1,1,40.04,1.95256241897666,2.16857739591602,8.57,0,0,NA,0,"Fair Catch","0","0",1
2018093004,1181,"IND",43554,"Chris Milton","HOU",39012,"Johnson Bademosi",5.5,1,34.33,11.6325964427552,3.31947637867351,10.47,0,0,NA,0,"Fair Catch","0","1",1
2018093004,1631,"HOU",39012,"Johnson Bademosi","IND",43554,"Chris Milton",4.4,1,32.2,14.5391368382033,3.25360421397651,9.99,0,0,NA,0,"Fair Catch","0","0",1
2018093004,1734,"IND",43554,"Chris Milton","HOU",37164,"Shareece Wright",3.9,1,44.35,4.88660413784461,2.99369696837565,9.92,0,0,-1.93862068965517,5,"Return","1","0",0
2018093004,2001,"HOU",42430,"Sammie Coates","IND",45395,"Arthur Maulet",3.4,1,25.49,12.9724785603986,3.16889518344698,9.7,0,0,NA,0,"Fair Catch","0","0",1
2018093004,3535,"HOU",46778,"A.J. Moore","IND",45395,"Arthur Maulet",9.5,1,41.44,9.37384659571512,3.12287761465879,10.16,0,0,-3.49586206896551,19,"Return","0","0",0
2018093005,725,"NYJ",41308,"Terrence Brooks","JAX",46700,"Tre Herndon",4.3,1,54.78,5.71423660693185,2.70352074206416,9.91,1,0,5.40617647058823,0,"Return","0","0",0
2018093005,2985,"NYJ",41308,"Terrence Brooks","JAX",46700,"Tre Herndon",3.6,1,43.37,9.9495226016126,3.0490824634712,10.09,1,0,-1.33368421052631,8,"Return","0","0",0
2018093005,3121,"JAX",46130,"D.J. Chark","NYJ",46248,"Parry Nickerson",8.3,1,28.35,12.8309703452233,2.65036688590437,8.66,0,0,-5.51776470588235,7,"Return","0","0",0
2018093005,3646,"JAX",46130,"D.J. Chark","NYJ",46248,"Parry Nickerson",8,1,43.77,1.58937094474513,3.19466360114418,8.96,0,0,NA,0,"Fair Catch","0","1",1
2018093005,4036,"NYJ",42590,"Darryl Roberts","JAX",40688,"A.J. Bouye",4.3,1,30.4,20.4690620205226,2.50661205422471,8.35,0,0,-5.24760869565217,3,"Return","1","1",0
2018093006,971,"MIA",41354,"Walt Aikens","NE",46775,"J.C. Jackson",8,1,45.15,10.8807214834311,2.96933370063823,9.86,0,0,0.624590163934428,24,"Return","0","0",0
2018093006,3313,"MIA",41354,"Walt Aikens","NE",46775,"J.C. Jackson",9.1,1,37.03,9.39829771820408,2.24625161164481,9.33,0,0,-6.95434782608696,5,"Return","0","0",0
2018093007,1060,"PHI",44979,"Shelton Gibson","TEN",42006,"Malcolm Butler",2.2,1,43.86,8.55495762701371,3.07735785149434,10.07,0,0,NA,0,"Fair Catch","1","1",1
2018093008,193,"SEA",39232,"Neiko Thorpe","ARI",37078,"Patrick Peterson",4.8,1,23.55,14.9673678380669,3.03093619305145,10.1,0,0,NA,0,"Fair Catch","1","0",1
2018093008,2376,"ARI",43381,"Brandon Williams","SEA",39232,"Neiko Thorpe",9,1,30.15,18.7036039307937,2.18597868889036,8.82,0,0,3.28393939393939,8,"Return","0","0",0
2018093009,125,"OAK",37251,"Dwayne Harris","CLE",43637,"Briean Boddy-Calhoun",3,1,33.65,13.9389992467178,2.697129856584,9.2,0,0,10.4376315789474,9,"Return","0","0",0
2018093009,221,"CLE",43637,"Briean Boddy-Calhoun","OAK",44836,"Gareon Conley",12.6,1,46.58,13.8963340489497,2.71529110855462,9.89,0,0,1.75366666666667,12,"Return","0","0",0
2018093009,2630,"OAK",37251,"Dwayne Harris","CLE",43637,"Briean Boddy-Calhoun",3.2,1,44.23,8.26687970155608,2.80267893140591,9.61,0,0,NA,0,"Fair Catch","0","0",1
2018093009,2880,"CLE",43637,"Briean Boddy-Calhoun","OAK",44836,"Gareon Conley",3.2,1,37.07,3.36928775856265,2.55963934164992,9.58,0,0,NA,0,"Fair Catch","1","1",1
2018093009,3279,"CLE",43637,"Briean Boddy-Calhoun","OAK",33097,"Dominique Rodgers-Cromartie",2.6,1,40.22,19.8148151644167,2.79954020551926,9.44,0,0,-11.2285869565217,11,"Return","0","0",0
2018093009,4067,"OAK",33097,"Dominique Rodgers-Cromartie","CLE",46073,"Denzel Ward",5.8,1,36.98,8.4436129707608,2.54612380772211,8.97,0,0,NA,0,"Fair Catch","0","0",1
2018093009,4562,"CLE",43637,"Briean Boddy-Calhoun","OAK",33097,"Dominique Rodgers-Cromartie",2.9,1,41.07,12.2154164890109,2.46671718659953,9.35,0,1,9.88729166666667,14,"Return","1","1",0
2018093009,5285,"CLE",42719,"Denzel Rice","OAK",33097,"Dominique Rodgers-Cromartie",4.1,1,44.06,4.12656031096118,3.07389222206263,10.26,0,1,10.6408474576271,12,"Return","0","0",0
2018093010,2863,"LAC",45573,"Austin Ekeler","SF",45042,"Adrian Colbert",2.5,1,41.5,8.43103789577534,2.75031477219497,10.04,0,0,NA,0,"Fair Catch","1","1",1
2018093011,2806,"NO",46378,"J.T. Gray","NYG",46258,"Kam Moore",3.1,1,38.71,10.1802210192117,2.21810851196329,9.37,0,0,NA,0,"Fair Catch","1","0",1
2018093012,708,"PIT",44906,"Cameron Sutton","BAL",44828,"Marlon Humphrey",7.7,1,37.25,8.91664174451346,2.06791961025076,8.54,0,0,NA,0,"Fair Catch","0","0",1
2018093012,2336,"PIT",46626,"Matthew Thomas","BAL",46456,"Darious Williams",4.4,1,35.38,15.4516083305266,3.26142152998817,9.45,0,0,3.8375,4,"Return","1","0",0
2018093012,3122,"PIT",46626,"Matthew Thomas","BAL",46456,"Darious Williams",6.5,1,28.91,19.2824531634333,2.95213232980141,9.56,0,0,NA,0,"Fair Catch","0","0",1
2018100100,568,"DEN",46367,"Phillip Lindsay","KC",43493,"Jordan Lucas",11.3,1,41.68,10.9280968150909,3.36894158299753,9.25,0,0,10.0727397260274,37,"Return","1","1",0
2018100100,3000,"KC",45369,"Marcus Kemp","DEN",46168,"Isaac Yiadom",3.2,1,41.09,10.8485252453963,2.89132362051463,10.05,0,0,NA,0,"Fair Catch","0","1",1
2018092000,116,"CLE",42719,"Denzel Rice","NYJ",43530,"Charone Peake",6.3,1,40.53,4.94616012680544,2.61118047150803,9.6,0,0,NA,0,"Fair Catch","0","0",1
2018092000,542,"CLE",43637,"Briean Boddy-Calhoun","NYJ",46248,"Parry Nickerson",6.4,1,40.35,26.1298775351129,2.64892652324492,9.26,0,0,NA,0,"Fair Catch","0","0",1
2018092000,542,"CLE",42719,"Denzel Rice","NYJ",43530,"Charone Peake",6.4,1,39.58,11.3084968054998,2.65216579612555,9.46,0,0,NA,0,"Fair Catch","0","0",1
2018092000,1061,"CLE",43637,"Briean Boddy-Calhoun","NYJ",46248,"Parry Nickerson",7.9,1,35.2,22.4422503327986,2.67504519966981,9.15,1,0,3.68321428571429,12,"Return","1","0",0
2018092300,477,"NO",45648,"Justin Hardee","ATL",39968,"Desmond Trufant",3.1,1,42.71,12.259241412094,3.17711692271534,10.46,0,0,12.1718367346939,6,"Return","1","1",0
2018092300,2075,"ATL",46263,"Russell Gage","NO",42421,"P.J. Williams",3.8,1,40.3,3.77318168128704,2.50456486018807,9.64,0,0,NA,0,"Fair Catch","1","1",1
2018092300,2602,"NO",46378,"J.T. Gray","ATL",46263,"Russell Gage",5.6,1,39.17,14.2931382138423,2.18499326473159,9.82,0,0,2.22121951219512,6,"Return","1","1",0
2018092300,4324,"ATL",46263,"Russell Gage","NO",42421,"P.J. Williams",3.3,1,39.74,4.4386033839486,2.42297679296262,9.11,0,0,NA,0,"Fair Catch","1","1",1
2018092301,1121,"BAL",46454,"De'Lance Turner","DEN",40059,"Shamarko Thomas",3.6,1,41.45,11.833258215724,2.73671567322152,9.97,0,0,NA,0,"Fair Catch","1","0",1
2018092301,1577,"DEN",40059,"Shamarko Thomas","BAL",42909,"Robertson Daniel",6.2,1,35.09,7.9550298553808,2.68035179055919,8.9,0,1,0.259090909090908,4,"Return","0","1",0
2018092301,1907,"DEN",45267,"Tim Patrick","BAL",46456,"Darious Williams",3.4,1,32.58,8.29019903259265,2.79454264222877,10.05,0,0,-1.94833333333333,1,"Return","1","1",0
2018092302,123,"CAR",46093,"D.J. Moore","CIN",43987,"Tony McRae",3.8,1,41.37,3.13129366237023,3.17401933643193,10.01,0,0,NA,0,"Fair Catch","0","1",1
2018092302,2237,"CAR",46093,"D.J. Moore","CIN",43987,"Tony McRae",3.9,1,29.15,8.4732579330503,2.83838463851374,9.02,0,0,NA,0,"Fair Catch","1","1",1
2018092303,1215,"HOU",39012,"Johnson Bademosi","NYG",40062,"B.W. Webb",5,1,50.92,10.5734053171152,2.78990732052928,10.39,0,0,-0.458108108108107,6,"Return","0","0",0
2018092303,1565,"HOU",46778,"A.J. Moore","NYG",43761,"Donte' Deayon",3.5,1,43.35,3.71903213215482,2.61968608325982,10.2,0,0,NA,0,"Fair Catch","1","1",1
2018092304,1562,"JAX",46700,"Tre Herndon","TEN",43984,"Kenneth Durden",8.3,1,34.23,20.2099480454552,3.10833307139995,9.8,0,0,9.72448275862069,6,"Return","0","0",0
2018092304,2500,"JAX",46130,"D.J. Chark","TEN",40031,"Logan Ryan",8.7,1,36.35,11.1569036923333,2.58506061211306,8.82,0,0,-0.405999999999999,9,"Return","1","1",0
2018092304,3542,"JAX",46700,"Tre Herndon","TEN",43446,"LeShaun Sims",5.4,1,39.16,11.84229707447,2.77367446659121,9.54,1,0,-0.247499999999995,1,"Return","0","0",0
2018092305,2775,"KC",41353,"De'Anthony Thomas","SF",41256,"Jimmie Ward",3.4,1,36.46,3.62415507394483,2.81013499068714,9.95,0,0,NA,0,"Fair Catch","1","1",1
2018092306,1882,"MIA",46278,"Cornell Armstrong","OAK",44836,"Gareon Conley",5.9,1,35.36,13.1780916676126,3.03802518077253,9.56,0,0,NA,0,"Fair Catch","0","1",1
2018092306,2084,"MIA",46278,"Cornell Armstrong","OAK",33097,"Dominique Rodgers-Cromartie",5.6,1,41.26,14.6356038481506,2.7851515851186,9.65,0,0,5.59728813559322,11,"Return","1","1",0
2018092306,2776,"OAK",33097,"Dominique Rodgers-Cromartie","MIA",45302,"Torry McTyer",3.8,1,34.9,23.259279868474,2.89224404935435,9.36,0,0,NA,0,"Fair Catch","1","1",1
2018092308,1329,"IND",43554,"Chris Milton","PHI",46194,"Avonte Maddox",5.2,1,36.89,6.46380692780965,2.6795331134803,9.05,0,0,NA,0,"Fair Catch","0","0",1
2018092308,2129,"PHI",46194,"Avonte Maddox","IND",45287,"Kenny Moore",3.5,1,39.82,8.66746791167986,2.95140102885499,10.19,0,0,NA,0,"Fair Catch","0","0",1
2018092309,394,"WAS",46310,"Greg Stroman","GB",37206,"Davon House",7,1,39.11,10.3123469685615,2.91773141096614,9.23,0,0,-19.5356179775281,5,"Return","0","1",0
2018092309,2700,"WAS",46329,"Danny Johnson","GB",31517,"Tramon Williams",3.6,1,38.68,22.7800021949077,2.95625350056713,9.2,0,0,-7.9664406779661,11,"Return","1","0",0
2018092309,3278,"GB",46243,"Marquez Valdes-Scantling","WAS",44893,"Fabian Moreau",4.5,1,50.77,7.59032278628519,2.66478181710938,9.85,1,0,-6.39641025641025,9,"Return","0","0",0
2018092309,3402,"WAS",46310,"Greg Stroman","GB",37206,"Davon House",9.4,1,33.75,23.6739540423648,2.19799605091525,8.47,0,0,6.09241379310345,10,"Return","1","1",0
2018092309,3692,"WAS",46310,"Greg Stroman","GB",37206,"Davon House",5.6,1,42.65,3.11271585596887,2.62231723304737,9.93,0,0,3.82081081081081,3,"Return","0","1",0
2018092310,3559,"LA",44930,"Josh Reynolds","LAC",45571,"Michael Davis",8,1,33.66,22.0311143612846,2.58140726537595,9.17,0,0,0.495641025641026,11,"Return","0","0",0
2018092311,561,"ARI",41377,"Bene' Benwikere","CHI",41240,"Kyle Fuller",4.2,1,42.62,7.51863019439047,2.44461119578474,9.86,0,0,NA,0,"Fair Catch","0","1",1
2018092311,1239,"ARI",41377,"Bene' Benwikere","CHI",41240,"Kyle Fuller",3.1,1,49.29,11.4729943781037,2.9941965878502,10.52,0,0,9.2356923076923,21,"Return","1","1",0
2018092311,3922,"CHI",35583,"Sherrick McManis","ARI",40002,"Jamar Taylor",3.3,1,41.45,8.45653593382066,3.03641042776557,10.02,0,0,9.64537037037037,7,"Return","1","1",0
2018092312,156,"DAL",43501,"Kavon Frazier","SEA",39232,"Neiko Thorpe",3.4,1,46.62,6.06169943167755,2.98855822465086,9.68,0,0,NA,0,"Fair Catch","1","1",1
2018092312,4215,"SEA",42827,"Justin Coleman","DAL",42370,"Byron Jones",4.8,1,23.66,20.7115064637993,2.48318963888573,7.93,0,0,3.86463414634147,12,"Return","1","1",0
2018092400,223,"TB",41575,"Freddie Martino","PIT",43314,"Artie Burns",3.6,1,34.54,1.57035027939629,2.55463570131508,9.23,0,0,NA,0,"Fair Catch","1","1",1
2018092400,3619,"PIT",34458,"Darrius Heyward-Bey","TB",44065,"Javien Elliott",5.5,1,33.76,12.5850586013733,2.62812919441502,9.45,0,0,-18.2903448275862,0,"Return","0","0",0
2018091300,1023,"BAL",46187,"Anthony Averett","CIN",43987,"Tony McRae",10.7,1,48.27,17.4319390774521,2.96435875702381,10.12,0,0,2.00489795918367,8,"Return","0","0",0
2018091300,3854,"CIN",43663,"Alex Erickson","BAL",46187,"Anthony Averett",2.6,1,38.36,3.73065677863831,2.45983155085736,9.57,0,0,NA,0,"Fair Catch","1","0",1
2018091600,773,"ATL",38707,"Justin Bethel","CAR",42507,"Lorenzo Doss",3.8,1,36.31,4.07708229006969,2.78763703767796,10.32,1,0,4.27454545454545,5,"Return","1","1",0
2018091600,2551,"CAR",46093,"D.J. Moore","ATL",40018,"Blidi Wreh-Wilson",4.8,1,42.27,6.57609306503489,2.8809759986259,9.68,0,0,NA,0,"Fair Catch","0","1",1
2018091601,121,"LAC",45571,"Michael Davis","BUF",37200,"Taiwan Jones",3.9,1,52.4,1.35325533436967,3.22888697644248,10.59,0,0,NA,0,"Fair Catch","0","0",1
2018091602,1330,"MIN",43533,"Jayron Kearse","GB",46243,"Marquez Valdes-Scantling",7.3,1,45.22,6.85353193616255,2.94399139280518,9.57,0,0,NA,0,"Fair Catch","0","0",1
2018091603,971,"CLE",43637,"Briean Boddy-Calhoun","NO",42421,"P.J. Williams",6.2,1,45.15,1.55425223178222,2.90032938277004,10.13,1,0,-2.50666666666667,0,"Return","0","1",0
2018091603,1907,"NO",46378,"J.T. Gray","CLE",43637,"Briean Boddy-Calhoun",4.9,1,52.54,4.50014444212627,2.69345914650901,10.27,0,0,-3.51588235294118,0,"Return","0","0",0
2018091603,2107,"NO",46378,"J.T. Gray","CLE",43637,"Briean Boddy-Calhoun",6.1,1,43.85,8.13056578597086,2.39843519262861,9.94,0,0,NA,0,"Fair Catch","1","1",1
2018091603,2658,"NO",45648,"Justin Hardee","CLE",41483,"Terrance Mitchell",4.2,1,37,4.77193880933107,2.78637315543079,10.1,0,0,NA,0,"Fair Catch","1","0",1
2018091604,909,"MIA",41354,"Walt Aikens","NYJ",46248,"Parry Nickerson",4.5,1,44.28,7.10073939811905,2.79979011618876,9.81,0,0,NA,0,"Fair Catch","0","0",1
2018091604,1017,"NYJ",43530,"Charone Peake","MIA",45302,"Torry McTyer",3.6,1,36.21,7.34400435729719,2.60493635042027,10.2,0,0,NA,0,"Fair Catch","1","0",1
2018091604,1206,"MIA",41354,"Walt Aikens","NYJ",38595,"Trumaine Johnson",3.8,1,44.13,4.19297030755048,2.63707137288711,9.96,0,0,NA,0,"Fair Catch","0","1",1
2018091604,2528,"MIA",41354,"Walt Aikens","NYJ",38595,"Trumaine Johnson",3.1,1,47.49,2.4738633753706,2.39325431169907,9.74,0,0,NA,0,"Fair Catch","0","0",1
2018091604,2659,"NYJ",43530,"Charone Peake","MIA",45302,"Torry McTyer",4,1,43.01,11.0523934059551,3.1518828407105,9.93,0,0,-4.71,10,"Return","0","1",0
2018091606,2807,"TB",41575,"Freddie Martino","PHI",44855,"Sidney Jones",7.4,1,41.89,5.44242592967511,2.19711674268894,8.56,0,0,NA,0,"Fair Catch","1","1",1
2018091607,1227,"TEN",43446,"LeShaun Sims","HOU",39012,"Johnson Bademosi",9.8,1,39.96,14.9191487692831,2.83909921845933,9.61,0,0,0.174347826086951,11,"Return","0","1",0
2018091607,1334,"HOU",39012,"Johnson Bademosi","TEN",42006,"Malcolm Butler",3.1,1,40.77,6.55908530208291,2.67835278414992,9.42,0,0,NA,0,"Fair Catch","0","1",1
2018091608,454,"WAS",44952,"Jehu Chesson","IND",44971,"Nate Hairston",6.7,1,38.14,5.86821949146417,3.01992320258539,9.11,0,0,NA,0,"Fair Catch","0","1",1
2018091608,1534,"WAS",44952,"Jehu Chesson","IND",41356,"Pierre Desir",5.7,1,48.4,5.78291449011656,3.21619641424463,10.54,0,0,NA,0,"Fair Catch","0","0",1
2018091608,2073,"IND",46349,"George Odum","WAS",46329,"Danny Johnson",5.6,1,40.16,2.74308220802804,2.86604753815174,9.34,0,0,NA,0,"Fair Catch","0","1",1
2018091609,2032,"ARI",45021,"Rudy Ford","LA",42816,"Troy Hill",4.7,1,34.43,18.0111770853545,2.78442444163131,9.56,1,0,-13.3769230769231,13,"Return","0","0",0
2018091609,2928,"ARI",43381,"Brandon Williams","LA",42816,"Troy Hill",3,1,39.42,13.2084253414251,3.25877331362821,9.98,0,0,NA,0,"Fair Catch","1","1",1
2018091610,249,"DET",43680,"Charles Washington","SF",44878,"Ahkello Witherspoon",4.6,1,40.48,3.12621176506008,3.23460919360713,10.04,0,0,NA,0,"Fair Catch","0","1",1
2018091610,1306,"DET",43680,"Charles Washington","SF",46211,"D.J. Reed",4.3,1,36.96,6.48297771089798,2.88424279324481,9.74,0,0,2.09045454545455,0,"Return","1","1",0
2018091610,1855,"DET",43680,"Charles Washington","SF",37229,"Richard Sherman",4.2,1,42.73,7.75109024589444,3.12967183277828,9.98,0,0,NA,0,"Fair Catch","0","0",1
2018091610,2919,"SF",46164,"Tarvarius Moore","DET",41362,"Nevin Lawson",3.5,1,30.91,1.55724115023974,3.29894738215506,9.75,0,0,NA,0,"Fair Catch","1","1",1
2018091610,3362,"DET",43680,"Charles Washington","SF",46211,"D.J. Reed",4.5,1,39.84,5.13367314892563,2.80846921552351,10.19,0,0,-1.7356862745098,14,"Return","0","0",0
2018091611,378,"DEN",45267,"Tim Patrick","OAK",32211,"Leon Hall",5.1,1,42.45,7.12899011080811,2.92363606214261,9.69,0,0,NA,0,"Fair Catch","0","0",1
2018091611,1355,"DEN",45267,"Tim Patrick","OAK",40353,"Rashaan Melvin",4.5,1,42.05,6.66018768504312,2.57325524720883,9.69,0,0,NA,0,"Fair Catch","0","0",1
2018091612,568,"NE",43700,"Jonathan Jones","JAX",46700,"Tre Herndon",8,1,35.52,25.6012206740226,2.64384189732497,9.29,0,0,1.32537037037037,5,"Return","1","0",0
2018091612,2450,"NE",33234,"Matthew Slater","JAX",42037,"Tyler Patmon",1.9,1,51.53,4.00404795176082,2.28125489163246,10.38,0,0,NA,0,"Fair Catch","1","1",1
2018091612,3460,"NE",43700,"Jonathan Jones","JAX",40688,"A.J. Bouye",5.6,1,45.8,14.0854002428046,2.68768783926353,9.88,0,0,-0.426923076923075,16,"Return","0","0",0
2018091613,300,"NYG",43986,"Antonio Hamilton","DAL",44872,"Chidobe Awuzie",2.6,1,40.51,5.72042830564286,2.6242185862473,9.59,0,0,NA,0,"Fair Catch","1","1",1
2018091613,1035,"DAL",43478,"Anthony Brown","NYG",43299,"Eli Apple",3.1,1,35.21,9.37403328349117,2.2036677637301,9.27,0,0,-1.414,5,"Return","1","1",0
2018091613,1339,"NYG",43986,"Antonio Hamilton","DAL",44872,"Chidobe Awuzie",4.3,1,38.19,6.13613885110173,2.95520341378676,9.64,0,0,NA,0,"Fair Catch","1","0",1
2018091613,1575,"DAL",42458,"Ibraheim Campbell","NYG",43986,"Antonio Hamilton",6.7,1,40.75,9.15180856443141,2.7522802263304,9.06,0,0,-6.09617647058824,6,"Return","0","0",0
2018091613,1811,"NYG",43986,"Antonio Hamilton","DAL",44872,"Chidobe Awuzie",5.1,1,37.94,3.2737134877689,2.60852614897491,9.35,0,0,NA,0,"Fair Catch","1","1",1
2018091700,227,"SEA",42827,"Justin Coleman","CHI",37092,"Prince Amukamara",6.6,1,41.44,5.13720741259295,2.87971056471096,9.53,0,0,NA,0,"Fair Catch","0","0",1
2018091700,949,"CHI",35583,"Sherrick McManis","SEA",44902,"Shaquill Griffin",3.9,1,35.18,3.74033420966631,2.59131182858727,9.55,0,0,NA,0,"Fair Catch","1","1",1
2018091700,2606,"CHI",39222,"Josh Bellamy","SEA",39232,"Neiko Thorpe",6.8,1,39.49,2.72016543614538,2.45959064287863,9.39,0,0,NA,0,"Fair Catch","1","1",1
2018091700,3513,"CHI",39222,"Josh Bellamy","SEA",39232,"Neiko Thorpe",6.2,1,41.57,1.88830611925081,3.03532002623966,9.62,0,0,NA,0,"Fair Catch","0","1",1
2018090600,973,"ATL",46263,"Russell Gage","PHI",44911,"Rasul Douglas",5.7,1,49.32,1.93341666487077,3.10014834304077,9.64,0,0,NA,0,"Fair Catch","0","1",1
2018090600,2406,"PHI",44979,"Shelton Gibson","ATL",46263,"Russell Gage",2.8,1,37.83,1.23470644284381,3.15348831196095,9.77,0,0,NA,0,"Fair Catch","1","1",1
2018090600,3868,"ATL",44074,"Marvin Hall","PHI",44911,"Rasul Douglas",4.3,1,46.48,5.00548698929484,2.68265683571524,10,0,1,-5.65070175438596,12,"Return","1","1",0
2018090900,1136,"BUF",37200,"Taiwan Jones","BAL",46187,"Anthony Averett",9.7,1,35.83,12.7284130982617,2.75736234539916,9.81,0,0,-15.8386956521739,51,"Return","0","0",0
